sofifa_id,short_name,height_cm,nationality,club,overall,player_positions
229321,Amilton,172,Brazil,Antalyaspor,72,"RM, LW, RW"
230231,Jorge Carvallinho,189,Brazil,Botafogo,72,"CB, LB"
230257,Clayton Fildeiras,172,Brazil,CSA - AL,72,"CAM, CM"
230278,Carleto Costinha,175,Brazil,Fluminense,72,"CAM, ST, RM"
230281,Mauro Riboas,176,Brazil,Cruzeiro,72,CAM
230289,Santi da Bruma,172,Brazil,Bahia,72,"ST, RM"
230291,Thiago Alminxa,182,Brazil,CSA - AL,72,"ST, RW"
230296,Cristian Lodeira,172,Brazil,Goiás,72,ST
230298,Walter Silvieiro,179,Brazil,Avaí FC,72,ST
230302,Josué da Feira,177,Brazil,Goiás,72,ST
230333,Jonas Damasto,177,Brazil,Fortaleza,72,LB
230341,Joshuando Sá,182,Brazil,Santos,72,"LB, LWB"
230344,Jeff Meirson,179,Brazil,CSA - AL,72,LB
230390,Alexandre Frandeira,192,Brazil,Avaí FC,72,"CB, CDM"
230421,Otávinho Vila,176,Brazil,Cruzeiro,72,"CDM, CM"
230424,Sandelas Júnior,183,Brazil,Santos,72,CDM
230429,Timo Triano,176,Brazil,Botafogo,72,"CDM, CM"
230434,Pimentiscinho,178,Brazil,Goiás,72,"CDM, CM, CAM"
230441,Vieiraldo Junior,180,Brazil,Avaí FC,72,"CDM, LB"
230448,Porphirinho,178,Brazil,Chapecoense,72,"CDM, CM"
230452,Alessinito,182,Brazil,Ceará Sporting Club,72,"CDM, RB, RM"
230461,Leordinho Paes,180,Brazil,Santos,72,"CAM, LM"
230478,Jairinhazo,169,Brazil,Avaí FC,72,"CAM, CM"
230479,Jessé Ledeiro,174,Brazil,Cruzeiro,72,"CAM, CF"
230484,Adrián Burnabão,176,Brazil,Botafogo,72,"CAM, CF"
230516,Paulao Junqueiras,193,Brazil,Grêmio,72,ST
230521,Nilsito Vilela,180,Brazil,Chapecoense,72,"ST, CF, CAM"
230530,Hugo Rubiães,175,Brazil,Fluminense,72,"CDM, RB"
230665,Gustavo Sauer,181,Brazil,Boavista FC,72,"RM, LM"
231077,M. Frýdek,178,Czech Republic,Sparta Praha,72,"CDM, LB, CM"
232514,G. Carabajal,178,Argentina,Unión de Santa Fe,72,"LM, RM, CAM"
233075,Garrido,185,Spain,Cádiz CF,72,"CDM, CM"
233982,Vágner Corraldo,175,Brazil,Atlético Paranaense,72,LB
234028,Rômulo Calsede,181,Brazil,Atlético Mineiro,72,ST
234458,C. Quintana,190,Argentina,Argentinos Juniors,72,CB
234618,Perdigão,185,Brazil,Boavista FC,72,"RM, LM"
234966,S. Hernández,177,Colombia,Junior FC,72,"CAM, CM, CDM"
235176,C. Bernardi,177,Argentina,Club Atlético Colón,72,"RM, LM, CM"
236075,Enzo Merques,187,Brazil,Internacional,72,LB
236076,Marlion Simões,180,Brazil,Ceará Sporting Club,72,"LB, CM"
237109,O. Karavaev,174,Ukraine,Dynamo Kyiv,72,"RM, RB"
239875,Bebeto,174,Brazil,Clube Sport Marítimo,72,RB
241166,S. Rybalka,176,Ukraine,Sivasspor,72,"CAM, CDM, CM"
241990,O. Fernández,166,Colombia,Puebla FC,72,"LM, CM, CAM"
251695,J. Veria,186,Ecuador,Ecuador,72,"LB, CB"
251718,B. Vendaza,181,Ecuador,Ecuador,72,CDM
243715,W. Saliba,192,France,AS Saint-Étienne,71,CB
242816,Riqui Puig,169,Spain,FC Barcelona,71,CM
234108,G. Maroni,170,Argentina,Sampdoria,71,"CAM, LW"
239970,Paulinho,177,Brazil,Bayer 04 Leverkusen,71,RM
245388,J. Todibo,190,France,FC Barcelona,71,"CB, CDM"
244389,Fernando,176,Brazil,Shakhtar Donetsk,71,LM
247185,A. Palaversa,187,Croatia,KV Oostende,71,"CM, CDM, CAM"
231089,I. Sissoko,193,France,RC Strasbourg Alsace,71,CM
241390,E. Elmas,184,FYR Macedonia,Napoli,71,"CM, CAM"
243245,O. Kökçü,175,Turkey,Feyenoord,71,"CAM, CM"
244778,Francisco Trincão,183,Portugal,SC Braga,71,"RW, LW"
221600,M. Clarke,188,England,Derby County,71,CB
225502,K. Balanta,179,Colombia,Club Tijuana,71,"CDM, CM"
229682,D. Fry,191,England,Middlesbrough,71,"CB, RB"
230681,G. Pezzella,187,Italy,Udinese,71,"LB, LM"
234505,Evander,179,Brazil,FC Midtjylland,71,"CAM, CM"
235673,D. Maresic,183,Austria,SK Sturm Graz,71,CB
243014,B. Mbeumo,171,France,Brentford,71,"RW, ST, RM"
247204,Emerson,181,Brazil,Real Betis,71,RB
212516,J. Souttar,189,Scotland,Heart of Midlothian,71,CB
225668,K. Grant,183,England,Huddersfield Town,71,ST
225793,B. Godfrey,183,England,Norwich City,71,"CB, CDM"
226508,G. Taylor,174,Scotland,Kilmarnock,71,"LB, CM, LM"
234032,Lluis López,182,Spain,RCD Espanyol,71,CB
234112,Dodô,166,Brazil,Shakhtar Donetsk,71,RB
235658,V. Nelsson,185,Denmark,FC København,71,CB
235794,E. Eze,173,England,Queens Park Rangers,71,"CAM, LM"
237156,M. Wagué,177,Senegal,FC Barcelona,71,"RB, RWB, LB"
237642,R. Petretta,176,Italy,FC Basel 1893,71,LB
238041,T. Malacia,169,Netherlands,Feyenoord,71,LB
241202,P. Daka,183,Zambia,FC Red Bull Salzburg,71,ST
222573,A. Tello,181,Colombia,Benevento,71,"CM, RB"
226108,F. Romagna,185,Italy,Cagliari,71,CB
226677,J. Bacuna,178,Netherlands,Huddersfield Town,71,"CM, CDM"
228675,D. Barinov,179,Russia,Lokomotiv Moscow,71,"CDM, CB"
231628,Rafa Mir,191,Spain,Nottingham Forest,71,"ST, LM"
232708,M. Valenzuela,168,Argentina,Columbus Crew SC,71,LB
233411,C. Adjapong,180,Italy,Sassuolo,71,"LM, RM, RB"
239475,J. González,175,Mexico,Monterrey,71,"CM, CDM"
241130,I. Ganago,176,Cameroon,OGC Nice,71,"ST, LW"
242664,A. Saelemaekers,176,Belgium,RSC Anderlecht,71,"RM, RB"
244204,N. Katić,194,Croatia,Rangers FC,71,CB
245209,M. Sadílek,169,Czech Republic,PSV,71,"CDM, LB"
222045,C. Halkett,183,Scotland,Heart of Midlothian,71,CB
223978,Manu García,169,Spain,Real Sporting de Gijón,71,"CAM, CM, CDM"
225034,M. Somma,182,Italy,Deportivo de La Coruña,71,"CB, RB"
229606,V. Angban,180,Ivory Coast,FC Metz,71,"CM, CDM"
230978,T. Awoniyi,185,Nigeria,1. FSV Mainz 05,71,ST
231113,Z. Bakaev,180,Russia,Spartak Moscow,71,"RW, LW, RM"
237985,K. Danso,190,Austria,Southampton,71,CB
238497,M. Spielmann,181,Switzerland,BSC Young Boys,71,"LM, ST"
239580,Bremer,188,Brazil,Torino,71,CB
239718,H. Bandé,178,Burkina Faso,Ajax,71,"LW, ST"
240561,G. Bouzoukis,172,Greece,Panathinaikos FC,71,"CAM, CM, RW"
241162,J. Paintsil,167,Ghana,KRC Genk,71,"LW, RW"
241176,L. Vera,164,Argentina,Club Atlético Lanús,71,"CM, LW, RW"
243988,Álex Díez,173,Spain,Extremadura UD,71,"RB, RM"
244270,N. Moro,183,Croatia,Dinamo Zagreb,71,"CDM, CM"
245240,Kikas,177,Portugal,Os Belenenses,71,ST
251675,Douglas Augusto,173,Brazil,PAOK,71,"CM, CDM"
216003,B. Kapustka,179,Poland,Leicester City,71,"LM, CAM"
225591,L. Suárez,167,Argentina,Villarreal CF,71,"RM, ST, CAM"
226170,E. Amor,183,Argentina,Vélez Sarsfield,71,CB
227638,S. Abdullahi,185,Nigeria,1. FC Union Berlin,71,"RW, LW, ST"
229271,P. Köpke,177,Germany,Hertha BSC,71,"ST, LM"
229337,Matheus Pereira,181,Brazil,Juventus,71,CAM
231227,N. Dorsch,178,Germany,1. FC Heidenheim 1846,71,"CDM, CM"
232080,J. Harrison,175,England,Leeds United,71,"LM, RM"
234203,C. Eiting,179,Netherlands,Ajax,71,"CDM, CM"
234889,F. Jensen,183,Finland,FC Augsburg,71,CAM
235290,K. Bonifazi,187,Italy,Torino,71,CB
236555,Guilherme Schettine,180,Brazil,Santa Clara,71,ST
237646,D. Muñoz,183,Colombia,Atlético Nacional,71,RB
239340,J. Chabot,195,Germany,Sampdoria,71,CB
239491,J. Álvarez,175,Argentina,Club Atlético Banfield,71,"RM, LM"
240351,S. Moutoussamy,176,France,FC Nantes,71,"CM, CDM, LW"
244287,M. Vrousai,183,Greece,Willem II,71,"CAM, LW, RW"
205990,H. Reed,176,England,Fulham,71,"CDM, RM"
210697,C. Nørgaard,187,Denmark,Brentford,71,"CDM, CM"
213209,K. Acosta,178,United States,Colorado Rapids,71,"CM, CDM"
214876,J. Marriott,173,England,Derby County,71,ST
219585,M. Valjent,186,Slovakia,RCD Mallorca,71,"CB, RB"
220901,David Raya,183,Spain,Brentford,71,GK
222840,R. Coly,185,Senegal,OGC Nice,71,LB
223231,F. Tănase,185,Romania,FCSB (Steaua),71,"CAM, LM"
224796,J. Rodríguez,187,Argentina,Club Atlético Banfield,71,"CB, RB"
225530,O. Oularé,196,Belgium,Standard de Liège,71,ST
225652,G. Pușcaș,188,Romania,Reading,71,ST
225863,O. Boscagli,181,France,PSV,71,"LB, CB"
228761,O. Estupiñán,182,Colombia,Denizlispor,71,ST
228838,E. Remedi,169,Argentina,Atlanta United,71,"CDM, CM"
229631,Lazo,178,Spain,Getafe CF,71,"LM, LW"
231360,J. Elías,180,Argentina,Unión de Santa Fe,71,"CDM, CM"
231390,Diogo Gonçalves,177,Portugal,Famalicão,71,LM
232523,B. Trawally,185,Gambia,Al Shabab,71,ST
234376,Lourency,174,Brazil,Gil Vicente FC,71,"RW, LW"
235706,Murilo,176,Brazil,FC Paços de Ferreira,71,"LW, RW"
235717,B. Özcan,180,Turkey,Hamburger SV,71,"CAM, CM, LM"
236696,A. Chatzigiovanis,175,Greece,Panathinaikos FC,71,"LM, RM"
240095,L. Štulac,175,Slovenia,Empoli,71,"CDM, CM"
243538,K. Letica,201,Croatia,Club Brugge KV,71,GK
244186,Luquinhas,167,Brazil,Legia Warszawa,71,LW
244544,B. Alıcı,180,Turkey,Çaykur Rizespor,71,"RM, LM"
203249,J. Valencia,164,Ecuador,Brentford,71,"CAM, ST, RW"
210385,Rui Silva,191,Portugal,Granada CF,71,GK
211504,L. Baker,182,England,Fortuna Düsseldorf,71,"CM, CAM, CDM"
212454,C. O'Dowda,180,Republic of Ireland,Bristol City,71,LM
213839,B. Guillaume,189,Belgium,Valenciennes FC,71,ST
213868,J. Castelletto,185,Cameroon,Stade Brestois 29,71,CB
214944,Gumbau,187,Spain,Girona FC,71,"CDM, CM"
215522,A. Schlager,184,Austria,LASK Linz,71,GK
220502,M. Zaccagni,177,Italy,Hellas Verona,71,"CAM, CM"
222590,M. Manotas,181,Colombia,Houston Dynamo,71,"ST, LW"
225363,Rúben Lameiras,175,Portugal,Famalicão,71,"RM, LM, CAM"
226380,Hwang Hee Chan,177,Korea Republic,FC Red Bull Salzburg,71,"ST, LM, RM"
227558,J. Siebatcheu,190,France,Stade Rennais FC,71,ST
227945,S. Findlay,191,Scotland,Kilmarnock,71,"CB, LB"
228179,A. Castro,183,Argentina,Defensa y Justicia,71,"CAM, CM, LM"
228942,D. Cools,184,Belgium,Club Brugge KV,71,"RM, RB, LB"
229010,S. Amallah,185,Belgium,Standard de Liège,71,"CAM, RM"
229896,Jordi Calavera,182,Spain,SD Eibar,71,RB
229971,F. Centonze,182,France,FC Metz,71,RB
231423,C. De Norre,175,Belgium,KRC Genk,71,"LB, LWB, LM"
231571,J. Lucumi,176,Colombia,Querétaro,71,"LM, RM"
231749,Miguelón,170,Spain,SD Huesca,71,"RB, RM"
233301,R. Kristensen,186,Denmark,FC Red Bull Salzburg,71,"RB, RWB"
235554,I. Sacko,183,France,OGC Nice,71,"ST, LW, RW"
237456,L. Agbenyenu,175,Ghana,RCD Mallorca,71,"LB, LW"
239755,S. Lobjanidze,176,Georgia,Randers FC,71,"LM, ST"
245058,O. Kiteishvili,173,Georgia,SK Sturm Graz,71,"CAM, LW, CM"
245733,H. Weydandt,195,Germany,Hannover 96,71,ST
246405,B. Angulo,183,Ecuador,Cruz Azul,71,ST
192114,A. Briseño,185,Mexico,Guadalajara,71,CB
204496,P. Bauer,192,Germany,Preston North End,71,CB
205818,R. Woods,173,England,Stoke City,71,CDM
210688,A. Trondsen,183,Norway,Rosenborg BK,71,CM
212079,M. Pérez,169,Mexico,Guadalajara,71,"CDM, CM"
212126,N. Ninković,183,Serbia,Ascoli,71,"CAM, CF"
212138,P. Frankowski,173,Poland,Chicago Fire,71,RM
212223,S. Maguire,175,Republic of Ireland,Preston North End,71,"ST, LM"
212382,P. Onuachu,201,Nigeria,FC Midtjylland,71,ST
212625,D. Kinsombi,183,Germany,Hamburger SV,71,"CDM, CM, CB"
214096,T. Kleindienst,194,Germany,SC Freiburg,71,ST
214226,R. Loaiza,180,Colombia,Defensa y Justicia,71,"CDM, CM"
216275,P. Mwene,172,Austria,1. FSV Mainz 05,71,"RB, RM, RWB"
216381,J. Zimmer,171,Germany,Fortuna Düsseldorf,71,"RB, RM, LM"
216814,S. Uçan,182,Turkey,Alanyaspor,71,"CM, CAM"
217813,G. Lajud,180,Mexico,Club Tijuana,71,GK
219522,J. Ledesma,185,Argentina,Rosario Central,71,GK
219626,J. Gómez,173,Argentina,Club Atlético Lanús,71,"RB, RWB"
219670,G. Piovi,180,Argentina,Defensa y Justicia,71,"CB, LB"
220165,J. Pohjanpalo,184,Finland,Bayer 04 Leverkusen,71,ST
221367,D. Milošević,182,Bosnia Herzegovina,Atiker Konyaspor,71,"CAM, ST, LM"
221618,L. Mousset,184,France,Sheffield United,71,ST
225151,A. Traoré,180,Mali,AS Monaco,71,"CM, CAM"
225995,P. Stojanović,178,Slovenia,Dinamo Zagreb,71,"RB, RM"
226035,J. Morris,183,United States,Seattle Sounders FC,71,"ST, RM, LM"
226777,C. Larin,187,Canada,SV Zulte-Waregem,71,ST
228326,Brian Oliván,177,Spain,Cádiz CF,71,LB
228595,G. Prömel,184,Germany,1. FC Union Berlin,71,"CM, CDM"
228614,G. Holtmann,183,Germany,SC Paderborn 07,71,"LM, LWB, LB"
231428,F. Bandinelli,180,Italy,Empoli,71,CM
233231,Jon Bautista,180,Spain,KAS Eupen,71,"ST, CAM"
233292,M. Barbieri,181,Argentina,Rosario Central,71,CB
233825,N. Leguizamón,180,Argentina,Club Atlético Colón,71,ST
233849,A. D'Alberto,178,Belgium,Moreirense FC,71,"RB, LB"
234122,Artur,181,Brazil,Columbus Crew SC,71,"CDM, CM"
234515,J. Lefort,184,France,Amiens SC,71,"CB, LB"
235297,M. Bero,181,Slovakia,Vitesse,71,"CM, LM, CAM"
237554,M. Bokadi,186,DR Congo,Standard de Liège,71,"CB, CDM"
238922,M. Kaye,186,Canada,Los Angeles FC,71,"CM, CAM"
239712,M. Okugawa,176,Japan,FC Red Bull Salzburg,71,"RM, ST, LM"
240471,F. Gorriarán,168,Uruguay,Santos Laguna,71,"CM, CAM"
241720,André Pereira,188,Portugal,Vitória Guimarães,71,ST
243661,A. Vallci,191,Austria,FC Red Bull Salzburg,71,"LB, LWB, LM"
244466,Diego Caballo,173,Spain,Deportivo de La Coruña,71,"LB, LM"
198900,U. Ćosić,187,Serbia,AEK Athens,71,CB
199904,J. Joronen,197,Finland,Brescia,71,GK
201876,O. Omoijuanfo,188,Norway,Molde FK,71,"ST, LM"
202489,D. Bisoli,180,Italy,Brescia,71,"CM, CAM"
206085,J. Murphy,179,England,Sheffield Wednesday,71,"RW, LW, RM"
206538,K. Stewart,181,England,Hull City,71,"CDM, CM"
209529,M. Tanković,180,Sweden,Hammarby IF,71,"CAM, ST, LW"
210365,Jonatan Lucca,184,Brazil,Os Belenenses,71,"CM, RW"
211009,D. Lenihan,178,Republic of Ireland,Blackburn Rovers,71,CB
211365,E. Hestad,183,Norway,Molde FK,71,"RM, CM"
212231,Tobias Figueiredo,188,Portugal,Nottingham Forest,71,CB
214727,A. Zaldívar,178,Mexico,Monterrey,71,"ST, LM"
214937,L. Villalba,177,Argentina,Club Atlético Aldosivi,71,LB
215178,E. Godoy,185,Argentina,Vancouver Whitecaps FC,71,CB
216481,J. Cooper,193,England,Millwall,71,CB
217168,J. Abella,176,Mexico,Santos Laguna,71,RB
219617,J. Arzura,176,Argentina,Club Atlético Huracán,71,"CDM, CM"
221912,Kang Hyeon Mu,185,Korea Republic,Pohang Steelers,71,GK
222022,L. Di Plácido,176,Argentina,Club Atlético Lanús,71,"RB, RWB"
223751,G. Jung,189,Germany,Hamburger SV,71,"CB, CDM, CM"
224444,H. Belkebla,177,Algeria,Stade Brestois 29,71,"CDM, CM"
225541,A. Kamara,177,France,Fulham,71,ST
225669,K. Ehizibue,187,Netherlands,1. FC Köln,71,RB
227689,K. Mrabti,175,Sweden,Birmingham City,71,"CAM, CM"
229584,P. Stenzel,183,Germany,VfB Stuttgart,71,"RB, RWB, RM"
234667,Nadjack,184,Guinea Bissau,Rio Ave FC,71,RB
234698,C. Songkrasin,158,Thailand,Hokkaido Consadole Sapporo,71,"CF, LW, CAM"
235981,P. Burner,170,France,OGC Nice,71,RB
241994,Y. Toyokawa,171,Japan,KAS Eupen,71,"ST, CAM"
244194,P. Haring,187,Austria,Heart of Midlothian,71,"CDM, CM, CB"
244263,A. Rrahmani,192,Kosovo,Hellas Verona,71,"CB, LB, RB"
246098,Vítor Tormena,192,Brazil,SC Braga,71,"RB, CB"
247235,M. Hašek,180,Czech Republic,Sparta Praha,71,"CM, CAM, CDM"
188597,E. Zelazny,186,France,Stade Malherbe Caen,71,GK
198625,S. Bain,180,Scotland,Celtic,71,GK
198810,B. Wright,184,Australia,Bristol City,71,"CB, RB"
200754,T. Ciğerci,185,Turkey,Fenerbahçe SK,71,"CDM, CM, LM"
200778,C. Christie,188,Republic of Ireland,Fulham,71,"RB, RWB"
202605,A. Milošević,191,Sweden,Nottingham Forest,71,CB
202676,A. Taggart,183,Australia,Suwon Samsung Bluewings,71,"ST, CF"
202905,C. Nyman,185,Sweden,IFK Norrköping,71,ST
204092,J. Blaswich,193,Germany,Heracles Almelo,71,GK
204844,I. Tandia,171,Mali,Al Hazem,71,"ST, LM, RM"
204939,O. Petrák,186,Czech Republic,1. FC Nürnberg,71,CDM
205008,Adryan,175,Brazil,FC Sion,71,"LM, CAM, ST"
205157,Ruiz de Galarreta,175,Spain,UD Las Palmas,71,"CM, CDM"
205495,A. Lozano,185,Honduras,Girona FC,71,"ST, RM, LM"
205529,L. Antei,188,Italy,Benevento,71,CB
205585,J. Price,170,England,Colorado Rapids,71,"CDM, CM"
205970,J. Wallace,178,England,Millwall,71,RM
208822,Marcos Júnior,167,Brazil,Yokohama F. Marinos,71,"CAM, ST, LM"
209987,M. Schuhen,188,Germany,SV Darmstadt 98,71,GK
210171,F. Malbašić,182,Serbia,CD Tenerife,71,"ST, LM, CAM"
210237,T. Pledl,173,Germany,Fortuna Düsseldorf,71,RM
210296,A. Henríquez,176,Chile,Universidad de Chile,71,ST
211176,R. Kishna,183,Netherlands,Lazio,71,LW
211522,A. Callens,186,Peru,New York City FC,71,CB
212249,S. Kerk,184,Germany,1. FC Nürnberg,71,"LM, RM, CAM"
212947,J. Cabot,164,France,FC Lorient,71,"RM, RW"
213302,I. Tajouri-Shradi,170,Libya,New York City FC,71,"LW, RW, RM"
213332,Bressan,182,Brazil,FC Dallas,71,CB
214366,R. Carrascal,173,Colombia,América de Cali,71,"CM, CDM"
214485,J. Rodríguez,180,Colombia,Once Caldas,71,CM
214718,M. Rodríguez,170,Chile,U.N.A.M.,71,"LM, LW"
214817,A. Sagal,180,Chile,FC Juárez,71,"ST, LM"
214971,F. Pizzini,179,Argentina,Independiente,71,"RM, LM, LW"
216199,P. Mainka,194,Germany,1. FC Heidenheim 1846,71,CB
216472,A. Pantic,184,Serbia,Dynamo Kyiv,71,CB
218981,H. Palacios,180,Colombia,Atlético Nacional,71,"RB, RWB"
221284,J. Gradit,180,France,Stade Malherbe Caen,71,"CB, RB"
221641,W. Kanon,188,Ivory Coast,ADO Den Haag,71,CB
221990,J. Cabral,189,Argentina,Atlético Tucumán,71,CB
222546,L. Zingerle,185,Germany,SC Paderborn 07,71,GK
222692,B. Schmitz,182,Germany,1. FC Köln,71,"RB, CB"
222900,W. Hahn,190,Netherlands,SC Heerenveen,71,GK
223240,G. Bettini,171,Argentina,Club Atlético Huracán,71,RB
223293,Afonso Figueiredo,171,Portugal,CD Aves,71,LB
223297,Carraça,177,Portugal,Boavista FC,71,"RB, CDM, CM"
223537,E. Berggreen,194,Denmark,FC Twente,71,ST
224186,J. de Wijs,189,Netherlands,Hull City,71,CB
224189,Y. Barbet,187,France,Queens Park Rangers,71,"CB, LB"
224524,E. Burgos,190,Argentina,SD Eibar,71,CB
226273,S. Davis,183,United States,New York Red Bulls,71,"CM, CDM, CAM"
226616,J. Galván,177,Argentina,Argentinos Juniors,71,"CB, CDM"
230855,H. Wahl,189,Germany,Holstein Kiel,71,CB
231002,J. Šimunović,190,Bosnia Herzegovina,Celtic,71,CB
232487,W. Endo,178,Japan,VfB Stuttgart,71,"CDM, CB, CM"
233147,R. Oshima,168,Japan,Kawasaki Frontale,71,"CDM, CM"
234622,G. Fofana,184,France,En Avant de Guingamp,71,"CDM, CM"
235553,Y. Salmier,188,France,ESTAC Troyes,71,CB
236505,Artur Jorge,186,Portugal,Vitória de Setúbal,71,CB
239118,B. Țîru,185,Romania,FC Viitorul,71,CB
239846,P. Tsintotas,192,Greece,AEK Athens,71,GK
240168,J. Arias,176,Uruguay,Club Atlético Banfield,71,ST
240409,D. Kolovetsios,183,Greece,Panathinaikos FC,71,CB
241412,A. Preciado,182,Ecuador,Santos Laguna,71,LM
241673,B. Barišić,186,Croatia,Rangers FC,71,LB
242269,Felipe Curcio,183,Brazil,Brescia,71,LB
243591,Fernando Andrade,182,Brazil,Sivasspor,71,"ST, RM, LM"
245257,João Lucas,180,Portugal,Santa Clara,71,LB
248098,F. Mrzljak,174,Croatia,Dinamo Bucureşti,71,CDM
251348,P. Cucchi,180,Argentina,Atlético Nacional,71,ST
190734,G. Makaridze,190,Georgia,Vitória de Setúbal,71,GK
191079,H. Dean,191,England,Birmingham City,71,CB
195037,D. Batth,191,England,Stoke City,71,CB
198641,K. Zohore,194,Denmark,West Bromwich Albion,71,ST
199101,Raúl Lizoain,186,Spain,AD Alcorcón,71,GK
201447,S. Lletget,178,United States,LA Galaxy,71,"CM, CAM, LM"
202052,B. Afobe,183,DR Congo,Bristol City,71,ST
202428,B. Wood,180,United States,Hamburger SV,71,ST
202476,Javier Espinosa,173,Spain,FC Twente,71,"CAM, LW"
204370,S. van de Streek,183,Netherlands,FC Utrecht,71,"CAM, ST"
207952,S. Ajayi,193,Nigeria,West Bromwich Albion,71,"CB, CDM"
210964,F. Ceccherini,187,Italy,Fiorentina,71,CB
211394,P. Faragò,187,Italy,Cagliari,71,"CM, RM, RB"
212018,Koo Ja Ryong,183,Korea Republic,Suwon Samsung Bluewings,71,CB
212208,L. Galeano,184,Argentina,Club Atlético Aldosivi,71,CB
212428,A. Niane,182,Mali,Sporting de Charleroi,71,ST
213323,S. Decarli,188,Switzerland,VfL Bochum 1848,71,CB
213446,R. López,185,Mexico,Pachuca,71,RB
213951,Helton Leite,196,Brazil,Boavista FC,71,GK
214765,M. Herrera,185,Argentina,Defensa y Justicia,71,CB
218938,S. Silva,180,Chile,Coquimbo Unido,71,CB
223046,A. Çalık,184,Turkey,Galatasaray SK,71,CB
223105,N. Oroz,173,Argentina,Universidad de Chile,71,"CAM, CM, LM"
225555,A. Oğuz,176,Turkey,Gençlerbirliği SK,71,"RB, RWB"
225934,C. Yambéré,191,Central African Rep.,Ettifaq FC,71,CB
227789,Kim Seung Joon,180,Korea Republic,Gyeongnam FC,71,"ST, LM, RM"
230072,R. Bajić,189,Bosnia Herzegovina,Atiker Konyaspor,71,ST
238860,Jadson,189,Brazil,Portimonense SC,71,CB
251297,M. Mohammadi,178,Iran,CD Aves,71,"ST, RM"
184387,J. Bostock,188,England,Nottingham Forest,71,"CM, CDM"
186990,H. González,185,Mexico,Club Necaxa,71,GK
189961,V. Kadlec,181,Czech Republic,Sparta Praha,71,"ST, RW, LW"
190752,J. Kirchhoff,195,Germany,KFC Uerdingen 05,71,"CDM, CB"
192561,L. Thy,184,Germany,PEC Zwolle,71,ST
193277,J. Siebenhandl,183,Austria,SK Sturm Graz,71,GK
193569,T. Lees,185,England,Sheffield Wednesday,71,CB
194020,Pelé,182,Guinea Bissau,Reading,71,"CM, CDM"
194934,Dani Jiménez,179,Spain,AD Alcorcón,71,GK
195313,M. Peybernès,186,France,UD Almería,71,CB
198032,D. Burn,198,England,Brighton & Hove Albion,71,CB
198856,C. Avevor,185,Germany,FC St. Pauli,71,CB
199323,J. Zelený,190,Czech Republic,SK Slavia Praha,71,"LB, LWB, LM"
199568,K. Lamprou,178,Greece,Vitesse,71,GK
200309,T. Darikwa,187,Zimbabwe,Nottingham Forest,71,RB
200425,M. te Wierik,191,Netherlands,FC Groningen,71,"CB, RB"
201114,B. Pawłowski,178,Poland,Gazişehir Gaziantep F.K.,71,"RM, LM"
201240,T. Barkhuizen,175,England,Preston North End,71,"RM, LM"
201967,G. Wikheim,182,Norway,FC Midtjylland,71,"LW, RW"
201991,Erik Morán,187,Spain,AEK Athens,71,"CDM, CM"
202148,A. Khalili,182,Sweden,Kasimpaşa SK,71,"CAM, CM, CDM"
202395,William,182,Brazil,Al Faisaly,71,ST
202678,J. Risdon,167,Australia,Western United FC,71,RB
203624,O. Vranješ,182,Bosnia Herzegovina,AEK Athens,71,"CB, RB"
204104,U. Đerić,195,Serbia,Gyeongnam FC,71,ST
205363,M. Bianchetti,189,Italy,US Cremonese,71,"CB, RB"
205556,L. Krajnc,187,Slovenia,Frosinone,71,CB
205594,Dener,189,Brazil,Portimonense SC,71,CM
205812,P. Terracciano,193,Italy,Fiorentina,71,GK
205985,I. Kiese Thelin,189,Sweden,RSC Anderlecht,71,ST
206104,S. Dursun,190,Germany,SV Darmstadt 98,71,ST
207440,F. Fragapane,167,Argentina,Club Atlético Talleres,71,"LM, RW"
207872,J. Botaka,182,DR Congo,Sint-Truidense VV,71,"RM, LM, RWB"
208251,S. Longo,186,Italy,Deportivo de La Coruña,71,ST
208335,L. Kübler,182,Germany,SC Freiburg,71,"RB, RWB"
209061,S. Hedlund,175,Sweden,Brøndby IF,71,"RW, ST, LW"
209063,S. Holmén,185,Sweden,Willem II,71,CB
209660,S. Magnasco,175,Chile,Universidad Católica,71,"RB, LB"
210303,D. Linsmayer,182,Germany,SV Sandhausen,71,"CDM, CM"
210653,L. Quintana,178,Mexico,U.N.A.M.,71,CB
211448,M. Alaa,189,Egypt,Egypt,71,"CB, RB, LB"
213064,F. Calvo,180,Costa Rica,Chicago Fire,71,"CB, LB"
213317,Kim Jin Su,177,Korea Republic,Jeonbuk Hyundai Motors,71,"LB, LM"
213763,R. Schüller,177,Finland,Minnesota United FC,71,"CDM, CM, LM"
214434,M. Cuero,178,Colombia,Club Atlas,71,RM
214777,L. Díaz,182,Argentina,Atlético Tucumán,71,ST
215168,J. Garro,179,Argentina,Club Atlético Huracán,71,"LM, ST, RM"
215183,E. Rescaldani,191,Argentina,Arsenal de Sarandí,71,ST
215358,M. Meli,178,Argentina,Central Córdoba,71,"CM, RM"
216706,F. Mussis,174,Argentina,Gimnasia y Esgrima La Plata,71,"CDM, CM"
220862,J. Hugill,183,England,Queens Park Rangers,71,ST
220938,J. Correa,170,Argentina,Clube Sport Marítimo,71,"CAM, RM, LM"
